Customer_ID,Transaction_ID,Transaction_Date,Category_Code,Transaction_Type,Transaction_Amount,Payment_Code,Number_of_Transactions
56644,6886599,2024-09-19,1,Sale,615.8,4,12
56644,5177784,2026-03-20,3,Sale,1556.69,4,12
56644,3276521,2025-12-18,1,Sale,1029.51,3,12
56644,4879874,2024-08-13,1,Sale,329.66,1,12
56644,3477483,2026-03-04,6,Sale,1734.85,3,12
56644,5365050,2025-03-12,3,Sale,1154.16,2,12
56644,8683187,2026-02-27,1,Sale,1281.57,5,12
56644,4956898,2025-12-09,2,Sale,7230.33,4,12
56644,4524547,2025-12-12,4,Sale,2604.74,5,12
56644,7715509,2024-10-28,3,Sale,2047.92,5,12
40959,6410292,2025-09-20,1,Sale,340.25,4,11
40959,5541202,2025-09-08,3,Sale,1269.72,5,11
40959,9112585,2025-07-25,2,Sale,4012.58,4,11
40959,1311068,2026-07-11,1,Sale,5020.69,5,11
40959,3758103,2025-05-11,2,Sale,5799.84,2,11
40959,5072918,2026-05-26,2,Return,3967.52,4,
40959,7310460,2024-12-11,3,Sale,2162.22,4,11
40959,3788676,2026-07-02,2,Return,2948.27,5,
40959,3160124,2025-02-13,1,Sale,1061.92,2,11
40959,2385764,2025-10-27,9,Sale,5222.78,4,11
40959,6197011,2025-07-25,2,Return,2438.65,1,
40959,4988040,2025-05-28,5,Sale,2890.96,2,11
40959,5011953,2025-02-05,3,Sale,1231.74,1,11
40959,8111769,2025-02-19,9,Sale,2033.82,4,11
86756,1072280,2025-05-02,6,Sale,953.37,5,7
86756,6534491,2025-05-27,8,Sale,1880.75,3,7
86756,2886961,2026-06-02,1,Sale,717.47,5,7
86756,9793142,2024-11-03,7,Sale,7400.09,4,7
86756,2377966,2026-06-04,1,Sale,520.63,5,7
86756,5214878,2026-05-13,2,Sale,4405.32,2,7
86756,3919378,2024-09-01,2,Sale,6476.78,3,7
74118,3201443,2025-03-07,9,Sale,4867.35,4,16
74118,5899159,2026-04-19,1,Sale,513.19,4,16
74118,1222417,2026-06-24,4,Sale,1637.76,4,16
74118,8824650,2024-08-01,3,Sale,2385.75,5,16
74118,9534271,2026-07-05,1,Return,1243.12,4,
74118,5782833,2025-10-27,4,Sale,876.78,4,16
74118,6461149,2026-02-08,3,Return,1760.22,5,
74118,8045202,2024-09-14,9,Sale,5934.22,2,16
74118,2925083,2025-08-29,2,Sale,2292.57,1,16
74118,3805183,2025-05-18,1,Sale,1088.5,1,16
74118,3538953,2026-06-21,1,Sale,856,4,16
74118,9883617,2024-11-10,8,Sale,4877.11,4,16
74118,8658180,2024-12-14,10,Sale,440.95,4,16
74118,9755132,2026-02-15,10,Sale,935.14,2,16
74118,8115426,2025-10-30,10,Sale,1066.54,2,16
74118,7727077,2025-01-03,1,Sale,2281.14,4,16
74118,5667033,2025-08-10,3,Sale,2285.76,4,16
74118,1892713,2026-04-20,1,Sale,550.85,1,16
39951,4919169,2024-08-23,3,Sale,942.07,5,7
39951,4845989,2025-03-21,2,Sale,8052.73,5,7
39951,5524793,2024-09-14,2,Sale,4819.3,5,7
39951,3773353,2025-03-10,6,Sale,1943.54,1,7
39951,5295392,2025-08-02,10,Sale,706.74,2,7
39951,5028228,2024-09-14,2,Sale,3281.94,4,7
39951,5560098,2025-03-02,5,Sale,3575.33,2,7
72564,5020559,2025-04-20,3,Sale,5814.11,4,4
72564,6591496,2024-08-25,9,Sale,3547.16,4,4
72564,1332006,2025-12-13,10,Sale,1240.69,4,4
72564,8360947,2025-12-31,7,Sale,4876.84,1,4
27435,7923151,2026-04-17,1,Sale,1061.38,5,12
27435,1188135,2025-03-02,1,Return,4781.83,5,
27435,9328685,2026-05-05,4,Sale,1499.64,5,12
27435,1131929,2026-07-23,3,Sale,533.48,1,12
27435,9669913,2024-12-17,8,Sale,4920.02,5,12
27435,2064656,2024-11-07,5,Sale,2206.03,1,12
27435,1705692,2025-11-21,10,Sale,875.02,2,12
27435,4925258,2024-11-14,1,Sale,1081.39,4,12
27435,7323197,2024-12-04,9,Sale,4939.24,5,12
27435,5965933,2025-11-04,3,Sale,550.33,1,12
27435,3663808,2026-01-15,5,Sale,5890.02,4,12
27435,9430285,2026-02-15,10,Sale,679,5,12
27435,3560998,2025-06-18,5,Sale,7036.05,5,12
17947,6008792,2025-05-17,3,Sale,2175.86,4,5
17947,7200299,2026-02-17,7,Sale,9999.99,5,5
17947,9794082,2026-04-26,1,Sale,642.86,1,5
17947,7566916,2025-07-18,2,Sale,9999.99,5,5
17947,2478677,2025-07-20,6,Sale,1013.52,5,5
17947,6234681,2025-11-28,10,Return,544.53,1,
94419,7373494,2025-05-08,10,Sale,540.84,4,12
94419,4202882,2024-10-03,3,Sale,4269.51,5,12
94419,6655874,2025-02-06,3,Sale,3652.84,5,12
94419,6642900,2025-04-28,4,Sale,1971.62,5,12
94419,1169411,2025-06-28,8,Sale,1411.7,1,12
94419,3390174,2025-04-20,10,Sale,1332.42,5,12
94419,7584444,2025-07-27,10,Sale,2197.92,3,12
94419,9983346,2024-09-03,1,Sale,680.43,1,12
94419,7832488,2025-06-17,7,Sale,9999.99,5,12
94419,5145938,2024-09-06,7,Sale,9999.99,5,12
94419,7347828,2026-03-28,5,Sale,7972.02,3,12
94419,4746425,2025-08-21,7,Sale,4691.66,1,12
30259,3103381,2025-08-07,3,Sale,3606.57,3,10
30259,2902927,2024-11-23,3,Sale,1711,3,10
30259,2538450,2025-05-29,1,Sale,725.18,3,10
30259,6634055,2025-01-15,6,Sale,1428.89,4,10
30259,1955550,2026-03-28,6,Sale,669.82,2,10
30259,7180329,2025-03-14,6,Sale,1723.04,1,10
30259,2468210,2025-11-27,5,Sale,3456.67,1,10
30259,1756141,2025-06-30,1,Sale,2000.07,5,10
30259,7343106,2025-02-06,2,Sale,3511.88,1,10
30259,1819273,2026-04-22,7,Sale,6632.94,3,10
77785,7780751,2025-07-27,1,Sale,327.43,2,6
77785,5312517,2025-06-08,1,Sale,509.56,4,6
77785,4289732,2025-02-09,3,Sale,1278.45,4,6
77785,4191820,2026-02-06,6,Sale,1217.58,5,6
77785,1110943,2025-03-10,3,Sale,557.11,1,6
77785,8948629,2026-07-27,2,Sale,2418.52,2,6
29151,3060995,2024-08-18,9,Sale,3360.58,4,7
29151,9563333,2025-06-17,1,Sale,738.93,4,7
29151,1395094,2025-03-15,1,Sale,501.62,3,7
29151,9268402,2025-08-21,10,Sale,2996.21,3,7
29151,6489923,2025-12-16,6,Sale,2298.52,2,7
29151,1704628,2026-06-02,3,Sale,1495.92,2,7
29151,5177202,2025-10-20,6,Sale,1883.2,4,7
29151,2094716,2026-07-24,1,Return,951.6,5,
29151,4902338,2024-11-24,6,Return,2539.29,1,
80171,8492194,2025-05-19,1,Sale,810.75,3,8
80171,1027007,2026-05-19,4,Sale,1836.51,1,8
80171,6742026,2026-03-26,5,Sale,7542.49,4,8
80171,2173951,2025-01-13,10,Sale,454.48,4,8
80171,9298757,2026-02-09,2,Sale,7094.76,5,8
80171,6608047,2026-01-28,10,Sale,736.82,4,8
80171,7312940,2025-12-05,2,Sale,1751.94,4,8
80171,4562047,2026-07-31,9,Sale,2191.43,1,8
23389,4458640,2025-07-19,2,Sale,4399.48,5,10
23389,7734706,2025-09-20,1,Sale,1111.2,2,10
23389,3856143,2025-10-01,2,Return,2209.87,1,
23389,3464980,2025-08-20,2,Return,6484.64,5,
23389,1067289,2025-01-21,1,Sale,850.24,1,10
23389,1687486,2026-06-02,9,Sale,9356.95,5,10
23389,7446477,2025-07-15,4,Sale,1096.7,2,10
23389,6857271,2025-07-27,3,Sale,1589.78,2,10
23389,7411505,2025-09-25,1,Sale,803.28,5,10
23389,5144275,2026-03-25,9,Sale,4513.59,4,10
23389,3830016,2024-09-03,9,Sale,5645.55,1,10
23389,6875758,2025-06-13,4,Sale,632.2,1,10
23389,5939539,2025-07-28,2,Return,6365.04,4,
23131,4382143,2025-11-10,2,Sale,5362.05,4,7
23131,2869729,2025-05-03,1,Sale,646.46,4,7
23131,3847148,2026-05-11,5,Sale,9097.65,5,7
23131,1533370,2024-10-18,4,Return,958.64,4,
23131,5825356,2026-06-16,3,Sale,914.54,1,7
23131,7368121,2026-02-22,5,Sale,4674.43,1,7
23131,3093777,2024-08-27,3,Sale,1296.08,5,7
23131,6780486,2025-11-15,2,Sale,3877.41,5,7
95223,9929323,2025-07-13,4,Sale,885.41,3,17
95223,4006971,2025-09-12,8,Return,2797.42,2,
95223,1209182,2025-02-02,10,Sale,1343.79,3,17
95223,4578305,2024-11-06,1,Sale,800.13,5,17
95223,7306599,2025-03-26,3,Sale,1918.95,3,17
95223,8236236,2025-06-01,6,Sale,1789.72,5,17
95223,7694988,2026-06-11,1,Sale,340.99,1,17
95223,7131721,2024-11-01,1,Sale,745,4,17
95223,3067627,2026-01-18,3,Return,1094.58,1,
95223,7368470,2024-12-07,4,Sale,2248.91,3,17
95223,1706452,2026-01-13,1,Return,575.98,5,
95223,7662861,2025-03-06,1,Sale,577.02,4,17
95223,2435194,2024-09-13,1,Sale,1518.71,5,17
95223,4095237,2024-10-09,5,Sale,5108.78,4,17
95223,6662635,2024-10-25,1,Sale,414.75,2,17
95223,3343159,2026-04-28,3,Sale,2010.5,1,17
95223,2809070,2025-12-10,1,Sale,639.47,1,17
95223,8796594,2025-05-19,2,Sale,7931.7,3,17
95223,3012703,2024-08-30,4,Sale,480.17,3,17
95223,4793870,2026-06-26,6,Sale,1938.47,3,17
38676,7423341,2026-06-14,10,Sale,600.38,1,2
38676,2994726,2025-02-20,3,Sale,2013.73,1,2
58580,3186339,2026-02-11,2,Sale,2053.2,1,6
58580,7355051,2024-11-01,5,Sale,4163.18,4,6
58580,7803325,2026-06-29,7,Sale,5561.39,1,6
58580,3578222,2026-05-30,10,Sale,2116.14,3,6
58580,7494698,2024-09-06,6,Sale,926.28,1,6
58580,7272181,2025-01-24,7,Sale,9999.99,3,6
58580,4458907,2025-11-13,2,Return,7645.22,5,
18388,8332295,2026-04-26,2,Sale,2510.67,4,10
18388,5915834,2025-07-14,8,Sale,2012.43,3,10
18388,7932467,2025-11-08,4,Sale,811.67,4,10
18388,9339886,2024-12-11,2,Sale,6945.74,4,10
18388,8532231,2025-08-22,1,Sale,1151.69,4,10
18388,5662254,2025-08-06,6,Sale,1907.82,5,10
18388,5716344,2025-05-17,5,Sale,6257.53,5,10
18388,8886107,2025-05-08,6,Sale,1181.86,3,10
18388,1593642,2025-07-14,5,Sale,6198.89,4,10
18388,1749550,2026-04-24,7,Sale,4138.53,3,10
27627,5066105,2025-03-27,5,Sale,9999.99,4,3
27627,9683120,2025-11-27,4,Sale,917.13,4,3
27627,2081115,2024-09-15,5,Sale,6074.57,5,3
50709,5057813,2026-05-24,7,Sale,3665.9,4,10
50709,9728805,2025-08-01,4,Return,704.69,5,
50709,5297772,2026-01-04,1,Sale,1424.16,3,10
50709,4061541,2026-07-25,5,Sale,5843.04,4,10
50709,5504760,2026-01-08,2,Sale,5961.72,5,10
50709,5676747,2024-10-30,9,Sale,4701.91,5,10
50709,7435862,2025-10-19,1,Return,1018.03,5,
50709,4705246,2026-03-07,4,Return,1209.87,4,
50709,1063054,2024-08-06,8,Sale,1863.27,5,10
50709,2631000,2024-08-19,1,Sale,407.34,1,10
50709,7576633,2026-07-04,5,Sale,5384.34,3,10
50709,9932795,2024-12-17,2,Sale,2070.62,4,10
50709,3824897,2025-02-13,2,Sale,4979.5,3,10
25702,3960178,2025-02-09,4,Sale,1174.18,2,25
25702,1464963,2025-08-08,9,Sale,7024.02,3,25
25702,8861872,2024-10-01,2,Sale,3627.8,4,25
25702,9641432,2025-08-22,4,Sale,970.21,3,25
25702,8145550,2025-02-09,3,Sale,1746.16,3,25
25702,3056648,2026-01-25,5,Sale,9083.64,4,25
25702,8385484,2026-01-07,2,Sale,8220.17,4,25
25702,1317645,2026-01-28,7,Sale,9999.99,5,25
25702,8013990,2025-06-17,4,Sale,1565.05,5,25
25702,7662352,2025-08-25,3,Sale,2932.28,3,25
25702,4703662,2026-04-07,10,Sale,645.95,5,25
25702,1431321,2025-08-07,10,Sale,1033.53,3,25
25702,8787551,2025-11-05,1,Sale,1262.48,5,25
25702,9545484,2025-04-02,5,Sale,6242.15,3,25
25702,4646737,2025-02-08,9,Sale,4518.12,3,25
25702,3927607,2026-03-23,4,Sale,368.96,2,25
25702,8474273,2024-10-03,7,Sale,9999.99,2,25
25702,6782623,2026-05-08,2,Sale,7208.88,3,25
25702,5654133,2025-08-04,1,Sale,817.4,3,25
25702,4196902,2026-01-19,9,Sale,3970.85,3,25
25702,5196699,2025-08-24,3,Sale,3532.09,5,25
25702,5159869,2025-08-31,8,Sale,5376.77,3,25
25702,8018563,2025-05-07,2,Sale,3197.51,3,25
25702,1086373,2024-12-22,1,Sale,285.19,4,25
25702,6638969,2025-09-15,3,Sale,852.27,4,25
34840,4592053,2026-06-19,9,Sale,5165.3,5,7
34840,6365011,2025-11-14,2,Sale,3665.22,5,7
34840,2694774,2025-11-07,7,Sale,9999.99,5,7
34840,4833303,2025-03-27,2,Sale,4619.35,1,7
34840,4987853,2024-11-15,4,Sale,663.86,2,7
34840,4779217,2025-05-25,5,Sale,7827.71,5,7
34840,8175593,2026-01-20,3,Sale,2825.73,4,7
61118,5538945,2025-03-28,1,Sale,1266.69,4,7
61118,2827264,2025-08-04,5,Sale,3605.24,2,7
61118,1093373,2024-09-18,5,Sale,2166.04,1,7
61118,2065780,2025-02-09,8,Sale,2099.06,1,7
61118,1221720,2026-02-07,2,Return,4693.38,5,
61118,4491801,2024-09-19,4,Sale,1194.32,3,7
61118,5406302,2024-08-08,7,Return,9999.99,5,
61118,7740063,2024-09-23,2,Return,8458.19,4,
61118,2309803,2025-08-21,2,Sale,4332.52,3,7
61118,7124723,2026-01-14,10,Sale,815.17,5,7
72123,4271456,2026-02-28,1,Sale,548.43,4,8
72123,6290488,2024-09-23,4,Sale,1079.02,4,8
72123,7823294,2025-11-26,3,Sale,4717.51,3,8
72123,6327920,2025-08-22,6,Sale,1589.03,3,8
72123,6621434,2026-04-22,7,Sale,4798.44,1,8
72123,9635901,2025-10-24,3,Sale,3036.26,2,8
72123,9977644,2025-09-30,2,Sale,1972.05,4,8
72123,3282086,2026-03-27,3,Sale,1467.24,1,8
72123,5547887,2025-07-23,4,Return,462.99,3,
21508,7814626,2026-04-20,6,Sale,1386.53,3,8
21508,9682278,2026-05-29,5,Sale,6686.14,5,8
21508,2540021,2025-10-23,6,Return,964.09,2,
21508,6173864,2025-03-06,4,Sale,1471.84,3,8
21508,8273238,2026-04-10,10,Sale,694.68,2,8
21508,8607258,2026-01-04,2,Sale,6527.6,3,8
21508,4240541,2024-12-24,2,Return,4590.4,4,
21508,4480368,2025-12-03,7,Sale,9999.99,4,8
21508,2880398,2026-01-11,2,Sale,1759.51,1,8
21508,1823010,2025-11-07,3,Sale,1437.83,4,8
98634,8194610,2026-02-13,10,Sale,976.79,4,13
98634,3471357,2025-06-21,6,Sale,2540.56,3,13
98634,6905547,2026-04-28,4,Sale,1784.21,4,13
98634,4508710,2026-04-22,4,Return,474.38,1,
98634,1444050,2025-06-28,9,Sale,6604.57,5,13
98634,6297680,2025-09-02,4,Sale,899.52,2,13
98634,2223920,2024-10-14,6,Sale,3752.73,4,13
98634,1149360,2025-04-23,4,Sale,1368.9,3,13
98634,1101289,2026-04-20,5,Sale,2220.42,2,13
98634,1901343,2025-09-01,5,Sale,4018.28,4,13
98634,6730542,2026-03-19,1,Sale,1455.72,3,13
98634,7541156,2025-11-12,1,Sale,808.06,1,13
98634,5658023,2026-02-12,2,Sale,4863.28,5,13
98634,1713566,2024-12-11,3,Sale,829.21,4,13
35797,8412465,2025-11-23,1,Sale,430.64,5,8
35797,9713432,2024-11-19,1,Sale,704.89,1,8
35797,8024528,2024-10-24,3,Sale,803.4,2,8
35797,5799677,2026-07-31,9,Sale,5584.39,5,8
35797,1795932,2024-10-28,3,Sale,2755.57,5,8
35797,2797523,2024-11-01,4,Sale,3568.55,4,8
35797,8186021,2026-02-19,5,Sale,6943.21,4,8
35797,8966168,2024-11-03,4,Sale,906.21,4,8
49568,1171961,2025-05-07,7,Sale,7732.99,2,7
49568,8760333,2025-11-18,5,Sale,7120.11,4,7
49568,6321319,2025-11-06,8,Sale,1969.47,1,7
49568,3454113,2026-06-19,3,Sale,1459.51,1,7
49568,9894986,2026-07-17,3,Sale,1680.5,3,7
49568,9206716,2024-12-01,1,Sale,1202.73,3,7
49568,6467795,2024-09-04,6,Return,800.42,1,
49568,4009471,2025-06-11,4,Sale,817.52,1,7
71664,2635494,2025-08-04,1,Sale,816.51,3,7
71664,5375103,2025-09-30,5,Sale,7091.89,3,7
71664,1084872,2024-09-17,6,Sale,2365.04,3,7
71664,7740391,2026-06-03,4,Sale,714.16,1,7
71664,3506584,2024-12-01,7,Sale,8803.33,1,7
71664,2054279,2026-05-11,4,Sale,3328,3,7
71664,4219823,2024-08-29,2,Return,7774.74,5,
71664,2387240,2025-09-25,2,Sale,3997.31,3,7
26115,9059633,2025-09-30,2,Sale,5423.89,1,9
26115,6675228,2024-10-08,8,Sale,3534.47,4,9
26115,1827195,2026-06-29,7,Sale,9089.16,4,9
26115,7997312,2025-05-12,3,Sale,2519.71,5,9
26115,8486334,2024-09-06,7,Sale,3382.59,4,9
26115,5723501,2025-12-06,10,Sale,448.19,1,9
26115,1681713,2026-01-04,4,Sale,1118.02,2,9
26115,1022246,2025-05-05,7,Return,5881.59,5,
26115,6833702,2025-08-12,3,Sale,833.1,2,9
26115,4809096,2024-12-04,3,Sale,2441.43,5,9
94164,1261853,2025-01-26,5,Sale,6225.42,4,11
94164,2539277,2024-09-26,3,Sale,1553.94,4,11
94164,6598020,2025-09-02,1,Sale,1884.09,5,11
94164,6285366,2026-02-28,7,Sale,9999.99,5,11
94164,4835251,2024-08-23,5,Sale,8407.02,4,11
94164,5191439,2025-12-08,5,Return,5103.53,2,
94164,7065491,2025-02-06,3,Sale,2384.08,4,11
94164,8559848,2024-12-26,9,Sale,3141.39,1,11
94164,9219492,2024-09-07,9,Sale,5308.68,4,11
94164,1189222,2026-02-01,9,Sale,2736.66,4,11
94164,4285685,2025-07-01,10,Sale,623.08,5,11
94164,4306407,2025-07-16,2,Sale,5399.82,1,11
65747,6259361,2025-10-17,7,Sale,9999.99,1,4
65747,2973303,2024-12-04,9,Sale,3207.05,4,4
65747,6360780,2024-09-21,3,Sale,1628.78,4,4
65747,5880053,2024-10-27,5,Sale,5098.96,4,4
98117,4627266,2025-03-05,7,Sale,9999.99,5,12
98117,2805805,2024-08-16,1,Sale,843.82,5,12
98117,7805917,2024-12-20,8,Sale,4076.33,5,12
98117,8631279,2025-08-30,10,Sale,974.14,5,12
98117,5122758,2025-08-13,1,Return,449.31,2,
98117,4270428,2024-12-30,1,Sale,1134.12,5,12
98117,7495153,2025-01-17,1,Sale,1509.86,4,12
98117,2997851,2025-01-01,2,Sale,3348.31,2,12
98117,7350699,2025-12-17,10,Return,632.85,2,
98117,5873143,2025-02-23,4,Sale,496.75,4,12
98117,3185051,2024-08-27,9,Sale,5143.1,1,12
98117,2722999,2024-09-22,2,Sale,2707.77,2,12
98117,8952410,2026-02-06,2,Sale,7609.52,5,12
98117,3563440,2025-12-12,5,Sale,5286.5,1,12
47818,1904487,2025-07-16,4,Sale,2106.35,5,3
47818,9369787,2026-02-15,1,Sale,907.11,1,3
47818,1352323,2026-05-07,2,Sale,3128.72,2,3
36424,1084794,2024-09-03,3,Sale,1829.73,1,7
36424,4921822,2025-10-08,3,Sale,1464.28,5,7
36424,8682857,2025-06-18,6,Sale,3541.4,4,7
36424,4900885,2024-08-11,3,Sale,1447.09,3,7
36424,3680085,2025-02-14,4,Sale,615.38,2,7
36424,2713013,2024-11-03,7,Sale,9078.51,2,7
36424,5056090,2025-12-06,2,Sale,5569.04,3,7
84918,1665818,2025-04-09,5,Sale,2932.75,2,7
84918,4859037,2025-06-18,1,Sale,512.38,1,7
84918,8786877,2025-07-14,2,Sale,3718.58,2,7
84918,1124042,2024-10-12,7,Sale,9042.45,3,7
84918,2714298,2026-03-16,2,Sale,9999.99,3,7
84918,2456050,2025-11-12,7,Sale,5103.52,3,7
84918,6509338,2026-04-24,1,Sale,584.27,4,7
39043,4766708,2025-12-03,5,Return,6936.05,4,
39043,7289305,2025-01-07,1,Sale,614.26,4,5
39043,9089398,2025-12-03,7,Sale,9999.99,5,5
39043,9804653,2024-12-24,2,Sale,5967.74,5,5
39043,1257429,2026-06-20,1,Sale,793.3,4,5
39043,2429525,2025-12-16,2,Sale,9999.99,4,5
54829,1968969,2025-09-24,2,Sale,1748.13,1,8
54829,5300359,2026-07-06,6,Sale,842.86,1,8
54829,3673256,2024-12-23,4,Sale,2560.86,4,8
54829,9395825,2025-01-14,5,Sale,4189.83,4,8
54829,3501728,2024-11-30,10,Sale,526.85,1,8
54829,3801334,2026-05-10,3,Sale,1199.93,2,8
54829,3032809,2026-02-07,2,Sale,2614.68,1,8
54829,2614826,2025-03-03,1,Sale,1764.38,4,8
79860,6283612,2024-10-09,1,Sale,2513.84,5,3
79860,8844816,2025-03-05,4,Sale,682.87,3,3
79860,5522697,2025-10-22,2,Sale,2895.96,4,3
60991,2691326,2025-10-16,5,Sale,3499.21,1,12
60991,1983361,2025-07-06,1,Sale,1456.23,5,12
60991,7339398,2025-04-20,8,Sale,3514.28,3,12
60991,7980961,2024-08-24,9,Sale,9999.99,3,12
60991,1166138,2026-01-13,1,Sale,1493.63,4,12
60991,2697921,2024-09-05,3,Sale,2873.22,5,12
60991,5895989,2026-02-12,2,Sale,8977.82,4,12
60991,8297296,2026-02-11,8,Sale,2838.82,3,12
60991,6922327,2026-01-04,8,Sale,1313.4,2,12
60991,1976986,2024-10-24,7,Sale,6905.24,3,12
60991,8048936,2025-01-26,7,Sale,6972.96,3,12
60991,7705323,2024-11-26,1,Sale,921.29,5,12
44933,5739267,2025-03-02,9,Sale,6978.2,5,4
44933,3291155,2025-10-12,4,Sale,1172.46,4,4
44933,3002516,2025-04-15,2,Sale,3939.91,3,4
44933,7301419,2024-08-10,1,Sale,895.43,3,4
44933,6059119,2026-04-19,4,Return,1536.31,5,
80497,1179763,2025-11-06,6,Sale,452.33,1,3
80497,2535027,2025-05-24,2,Sale,2769.14,4,3
80497,8507390,2026-06-21,8,Sale,5890.02,5,3
95403,6907700,2026-07-05,6,Sale,946.17,4,9
95403,9188379,2026-01-02,6,Sale,1795.88,3,9
95403,1894164,2026-04-25,9,Sale,4721.35,5,9
95403,6053820,2025-04-21,1,Sale,884.21,2,9
95403,5978242,2026-04-22,2,Sale,5861.79,2,9
95403,9083214,2026-03-29,10,Sale,439.32,5,9
95403,8891625,2025-10-22,2,Sale,7003.14,5,9
95403,5464829,2026-04-21,1,Sale,820.39,4,9
95403,3239263,2025-09-01,2,Sale,3695.11,4,9
22307,5545374,2024-10-19,2,Sale,3833.67,4,13
22307,9272957,2026-05-10,10,Sale,1485.29,4,13
22307,9605626,2026-06-17,6,Sale,1306.87,3,13
22307,3553964,2024-08-24,1,Sale,890.79,1,13
22307,9124275,2025-06-21,1,Sale,613.86,5,13
22307,7340717,2024-11-25,7,Sale,2999.08,1,13
22307,5923467,2025-08-18,2,Sale,3265.4,4,13
22307,6659653,2025-07-08,4,Sale,1941.02,5,13
22307,8352344,2025-07-13,2,Sale,9999.99,5,13
22307,9268650,2024-11-21,2,Sale,6603.34,4,13
22307,9917629,2026-06-14,1,Sale,491.01,4,13
22307,3384835,2026-03-31,9,Sale,3588.38,1,13
22307,3333202,2024-11-29,1,Sale,1338.97,5,13
30683,5514482,2024-10-09,3,Sale,2441.25,5,5
30683,1285291,2025-02-04,9,Sale,3300.32,2,5
30683,1886595,2026-06-02,9,Sale,7092.86,4,5
30683,6820077,2026-01-16,6,Return,1468.08,5,
30683,8540915,2025-07-03,9,Sale,5547.63,5,5
30683,7189652,2025-11-18,1,Sale,1260.6,5,5
30683,3857415,2026-05-18,3,Return,1204.79,1,
89891,6155721,2026-04-15,4,Sale,437.6,1,2
89891,2636543,2024-12-09,7,Sale,4540.91,2,2
38193,6635824,2025-11-25,1,Sale,373.13,1,7
38193,7881169,2025-03-08,2,Sale,6078.24,3,7
38193,2036432,2025-02-01,3,Sale,1621.69,2,7
38193,5280756,2026-05-15,6,Sale,786.96,2,7
38193,5044786,2024-09-09,3,Sale,2778.01,5,7
38193,8659157,2026-07-10,1,Sale,579.45,4,7
38193,3558344,2026-07-02,10,Return,388.61,4,
38193,6358491,2024-08-13,1,Sale,1295.94,3,7
38589,7107811,2025-06-16,10,Sale,640.56,5,7
38589,8069517,2024-12-18,2,Sale,7351.01,4,7
38589,7197897,2024-09-20,2,Sale,6265.04,2,7
38589,1831003,2026-06-04,10,Sale,723.78,5,7
38589,2686888,2024-12-27,3,Sale,962.03,1,7
38589,8214925,2025-02-26,9,Sale,2757.16,4,7
38589,7380011,2025-03-15,6,Sale,694.24,4,7
54000,5016613,2024-09-03,9,Sale,3784.38,1,7
54000,5125567,2024-11-14,1,Sale,943.8,2,7
54000,5822312,2025-04-25,2,Sale,2146.81,3,7
54000,5894978,2025-04-04,2,Sale,9067.7,3,7
54000,5521897,2025-06-22,1,Sale,971.76,3,7
54000,5233690,2025-01-25,7,Sale,9999.99,3,7
54000,8018001,2026-06-18,4,Sale,904.26,4,7
29948,5983387,2024-11-02,3,Sale,2255.98,4,8
29948,1145349,2024-09-10,1,Sale,466.81,2,8
29948,8615559,2026-06-24,1,Sale,777.84,4,8
29948,9466497,2026-04-09,4,Sale,2462.94,5,8
29948,8872135,2026-04-22,2,Sale,4103.25,2,8
29948,6353638,2025-05-29,6,Sale,1200.45,3,8
29948,3145546,2024-12-11,1,Sale,722.59,5,8
29948,3386968,2024-12-29,3,Return,2588.86,5,
29948,8472914,2024-09-25,7,Sale,8230.4,1,8
29425,9180347,2026-05-08,5,Sale,4811.25,4,5
29425,9362173,2026-05-01,4,Sale,994.18,5,5
29425,3826634,2025-09-01,8,Sale,3431.93,2,5
29425,1133245,2025-05-12,1,Return,1368.78,4,
29425,5559486,2025-09-16,10,Sale,1152.25,5,5
29425,9425545,2024-12-16,2,Sale,9719.61,5,5
29425,3119751,2024-08-03,7,Return,5262.1,2,
56341,1907887,2024-10-01,1,Sale,1458.85,4,6
56341,5432198,2025-03-31,7,Return,9999.99,5,
56341,8146855,2025-11-23,9,Sale,9999.99,5,6
56341,5178877,2025-04-29,4,Return,590.13,1,
56341,8042463,2025-05-07,10,Sale,1042.32,3,6
56341,6297243,2024-11-16,5,Sale,2527.47,2,6
56341,6586701,2025-11-21,4,Return,1328.92,2,
56341,8582338,2025-04-28,3,Sale,1547.03,4,6
56341,2727822,2025-11-04,1,Sale,533.63,4,6
63098,8014069,2026-03-16,4,Return,2288.33,4,
63098,1672698,2026-07-01,3,Sale,576.15,1,20
63098,4832823,2026-04-25,8,Return,3011.07,5,
63098,6141581,2026-04-28,7,Sale,4153.27,1,20
63098,5032988,2025-02-01,1,Sale,1060.37,1,20
63098,7414150,2024-09-30,6,Sale,1344.69,5,20
63098,5053385,2024-08-13,3,Sale,805.52,2,20
63098,2902557,2025-05-13,7,Sale,9584.86,4,20
63098,9624496,2026-01-05,4,Sale,1701.87,2,20
63098,1272008,2025-12-07,7,Sale,3840.09,2,20
63098,8947102,2025-07-24,6,Sale,1988.51,1,20
63098,9929223,2026-05-21,10,Sale,324.8,1,20
63098,5409812,2025-03-23,9,Sale,9999.99,5,20
63098,8849730,2024-09-20,3,Sale,1031.75,1,20
63098,7222673,2026-05-29,8,Sale,2220.53,5,20
63098,6024321,2025-07-05,2,Sale,3371.99,1,20
63098,3401760,2025-09-15,1,Sale,704.09,2,20
